WarNum,WarName,V5Region,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TransFrom,Initiator,Outcome,TransTo,Deaths A,Deaths B,TotalBDeaths,SideAPeakTotForces,SideAPeak TheatForces,SideBPeakTotForces,SideBPeakTheatForces,Version
720,Greek Civil War round 2 of 1944-1945,3,4,200,United Kingdom,-8,-8,1,12,3,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,39,1.3,-8,-8,1,-8,237,-8,-8,5090000,13000,-8,-8,5.1
720,Greek Civil War  round 2 of 1944-1945,3,4,350,Greece,-8,EAM-ELAS,1,12,3,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,39,1.3,-8,EAM-ELAS,1,-8,500,1000,1737,117000,8500,-8,45000,5.1
721,Polish Ukrainians War of 1945-1947,3,5,290,Poland,-8,-8,1,6,28,1945,11,18,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,861,28.7,-8,-8,1,-8,8100,-8,-8,197000,30000,-8,-8,5.1
721,Polish Ukrainians War of 1945-1947,3,5,365,USSR,-8,UPA,1,5,8,1945,11,18,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,911,30.37,-8,UPA,1,-8,5000,8700,21800,12500000,275000,-8,40000,5.1
722,Ukrainian Partisans War of 1945-1947,3,5,365,USSR,-8,UPA,0,5,8,1945,12,31,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,954,31.8,-8,UPA,1,-8,25000,56600,81600,12500000,500000,-8,90000,5.1
723,Forest Brethren War of 1945-1949,3,5,365,USSR,-8,Baltic Partisans,0,5,8,1945,12,31,1949,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1674,55.8,-8,Baltic Partisans,1,-8,20000,30000,50000,12500000,110000,-8,60000,5.1
723.5,Chinese Civil War phase 2 of 1945-1950,6,4,710,China,-8,CCP,0,9,10,1945,4,21,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1662,55.4,-8,CCP,2,-8,600000,600000,1200000,4158000,-9,-8,5000000,5.1
724,Greek Civil War round 3 of 1946-1949,3,4,200,United Kingdom,-8,-8,1,2,12,1946,10,16,1949,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1325,44.17,-8,-8,1,-8,210,-8,-8,5090000,40000,-8,-8,5.1
724,Greek Civil War round 3 of 1946-1949,3,4,350,Greece,-8,Communists,1,2,12,1946,10,16,1949,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1325,44.17,-8,Communists,1,-8,17970,50000,68180,223000,304500,-8,50000,5.1
726,Taiwan Revolt of 1947,6,5,710,China,-8,Taiwanese,0,2,28,1947,3,21,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,22,0.73,-8,Taiwanese,1,-8,200,1800,2000,4015000,-9,-8,8000,5.1
727,Paraguay War of 1947,2,4,150,Paraguay,-8,Leftists,0,3,7,1947,8,20,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,164,5.47,-8,Leftists,1,-8,1500,2500,4000,9000,-9,-8,8000,5.1
728,Sanaa Revolt of 1948,5,4,678,Yemen,-8,Pro-Ahmad Forces,0,2,25,1948,3,20,1948,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,26,0.87,-8,Pro-Ahmad Forces,2,-8,-9,-9,2000,16800,16800,-8,30000,5.1
730,Costa Rica War of 1948,1,4,94,Costa Rica,-8,Army of National Liberation,0,3,12,1948,4,17,1948,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,36,1.2,-8,Army of National Liberation,2,-8,1500,100,1600,1000,3430,-8,700,5.1
730.5,First Burmese War of 1948-1950,6,4,775,Burma,-8,Karens and Communists,0,4,2,1948,12,10,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,969,32.3,-8,Communists,7,-8,1352,2072,3424,8000,21000,-8,45000,5.1
731,La Violencia first wave of 1948-1953,2,4,100,Colombia,-8,Liberals,0,4,9,1948,9,12,1953,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1954,65.13,-8,Liberals,1,-8,16800,19200,36000,18000,61400,-8,26800,5.1
732.5,Telengana Rebellion of 1948-1950,6,4,750,India,-8,Hyderabad Communists,0,10,1,1948,12,31,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,811,27.03,-8,India,1,-8,250,2000,2250,391000,47000,-8,10000,5.1
733,Huk Rebellion of 1950-1954,6,5,840,Philippines,-8,Huks,0,4,14,1950,5,17,1954,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1474,49.13,-8,Huks,1,-8,1578,9695,11273,34000,-9,-8,12800,5.1
734,South Moluccas War of 1950,6,5,850,Indonesia,-8,Republik Maluku Selan,0,7,13,1950,11,3,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,111,3.7,-8,Indonesia,1,-8,-9,-9,3000,600000,15000,-8,17000,5.1
736,Indonesia Darul Islam Rebellion of 1951-1962,6,4,850,Indonesia,-8,Darul Islam,0,1,1,1951,6,4,1962,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4114,137.13,-8,Indonesia,1,-8,8000,12000,20000,400000,-9,-8,26000,5.1
737,Bolivian National Revolution of 1952,2,4,145,Bolivia,-8,MNR,0,4,8,1952,4,11,1952,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,-8,MNR,2,-8,-9,-9,1000,9000,-9,-8,4000,5.1
739,La Violencia second wave of 1955-1962,2,4,100,Colombia,-8,Liberal Guerillas,0,6,13,1955,12,31,1962,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2719,90.63,-8,Colombia,7,-8,-9,-9,14000,55000,-9,-8,4000,5.1
740,Argentine Military War of 1955,2,4,160,Argentina,-8,Military Rebels,0,6,15,1955,9,19,1955,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,95,3.17,-8,Military Rebels,2,-8,-9,-9,2100,148000,140000,-8,8000,5.1
740.5,Liangshan Rebellion of 1955-1957,6,5,710,China,-8,Liangshan Rebels,0,12,-9,1955,10,-9,1957,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,661,22.03,-8,Liangshan,1,-8,-9,-9,10000,3156000,215000,-8,10000,5.1
741,Tibetan Khamba Rebellion of 1956-1959,6,5,710,China,-8,Khamba Tibetans,0,3,1,1956,4,14,1959,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1124,37.47,-8,China,1,-8,10000,10000,20000,3208000,150000,-8,56500,5.1
741.5,Naga Insurgency phase 1 of 1956-1957,6,5,750,India,-8,Naga Home Guard,0,4,-9,1956,3,-9,1957,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,331,11.03,-8,India,7,-8,-9,-9,1000,445000,-9,-8,15000,5.1
742,Permesta Rebellion of 1958-1961,6,4,850,Indonesia,-8,Permesta Rebels,0,2,21,1958,8,17,1961,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1257,41.9,-8,Indonesia,1,-8,4000,2000,6000,375000,-9,-8,15000,5.1
743,First Lebanese War of 1958,5,4,-8,-8,652,Syria,1,5,20,1958,8,4,1958,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,75,2.5,-8,-8,6,-8,-8,1000,-8,-8,-8,169000,10000,5.1
743,First Lebanese War of 1958,5,4,2,United States of America,-8,-8,1,7,15,1958,8,4,1958,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,20,0.67,-8,-8,6,-8,1,-8,-8,2411000,14000,-8,-8,5.1
743,First Lebanese War of 1958,5,4,660,Lebanon,-8,National Front,1,5,9,1958,8,4,1958,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,-8,National Front,6,-8,-9,-9,2500,8000,5600,-8,8000,5.1
745,Cuban Revolution of 1958-1959,1,4,40,Cuba,-8,Fidelistas,0,5,24,1958,1,2,1959,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,219,7.3,-8,Cuba,2,-8,2000,1000,3000,19000,28000,-8,50150,5.1
746,Second Burmese War of 1958-1960,6,4,775,Burma,-8,Karens & Communists,0,10,28,1958,4,-9,1960,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,528,17.6,-8,Burma,7,-8,500,1000,1500,79000,-9,-8,22000,5.1
747,Mosul Revolt of 1959,5,4,645,Iraq,-8,Pro-Western Factions,0,3,7,1959,3,10,1959,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,-8,Pro-Western Factions,1,-8,-9,-9,1200,57000,19500,-8,10500,5.1
748,Vietnam War phase 1 of 1960-1965,6,4,2,United States of America,-8,-8,1,1,1,1961,2,6,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1476,49.2,-8,-8,4,163,458,-8,-8,2807000,23300,-8,-8,5.1
748,Vietnam War phase 1 of 1960-1965,6,4,817,Republic of Vietnam,-8,NLF,1,1,17,1960,2,6,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1820,60.67,-8,NLF,4,163,25000,41500,66958,565000,617000,-8,106700,5.1
748,Vietnam War phase 1 of 1960-1965,6,4,817,-8,816,Democratic Republic of Vietnam,1,8,2,1964,2,6,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,185,6.17,-8,-8,4,163,-8,-9,-8,-8,-8,260000,5000,5.1
749,First Laotian War of 1960-1968,6,4,-8,-8,816,Democratic Republic of Vietnam,1,5,1,1961,6,6,1961,1,25,1962,6,23,1962,3,19,1963,1,12,1968,-8,-8,-8,-8,-8,-8,1919,63.97,-8,-8,4,170,-8,-9,-8,-8,-8,447000,25000,5.1
749,First Laotian War of 1960-1968,6,4,2,United States of America,-8,-8,1,4,-9,1962,6,23,1962,3,19,1963,1,12,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1803,60.1,-8,-8,4,170,172,-8,-8,3550000,-9,-8,-8,5.1
749,First Laotian War of 1960-1968,6,4,812,Laos,-8,Pathet Lao,1,5,24,1960,6,6,1961,1,25,1962,6,23,1962,3,19,1963,1,12,1968,-8,-8,-8,-8,-8,-8,2256,75.2,-8,Pathet Lao,4,170,-9,-9,10000,101000,136000,-8,33000,5.1
750,First DRC War of 1960-1963,4,5,-8,-8,211,Belgium,1,7,11,1960,9,14,1960,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,64,2.13,-8,-8,1,-8,-8,50,-8,-8,115000,-8,9400,5.1
750,First DRC War of 1960-1963,4,5,490,Democratic Republic of the Congo,-8,Anti-Lumumba Coalition,1,7,4,1960,1,14,1963,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,911,30.37,-8,Anti-Lumumba Coalition,1,-8,-9,-9,2550,25000,37000,-8,13500,5.1
752,First Iraqi Kurds War of 1961-1963,5,5,645,Iraq,-8,Kurds,1,9,11,1961,12,-9,1963,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,815,27.17,-8,Kurds,6,-8,4000,3500,8000,91000,42000,-8,35000,5.1
752,First Iraqi Kurds War of 1961-1963,5,5,652,Syria,-8,-8,1,6,30,1963,12,-9,1963,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,166,5.53,-8,-8,6,-8,500,-8,-8,75000,5000,-8,-8,5.1
753,Algerian Revolution of 1962,5,4,615,Algeria,-8,ALN,0,7,25,1962,12,4,1962,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,130,4.33,-8,ALN,2,-8,-9,-9,2000,45000,3000,-8,48500,5.1
755,North Yemen War of 1962-1970,5,4,651,Egypt/United Arab Republic,-8,-8,1,10,6,1962,12,16,1967,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1871,62.37,-8,-8,1,-8,26000,-8,-8,255000,70000,-8,-8,5.1
755,North Yemen War of 1962-1970,5,4,678,Yemen Arab Republic,-8,Royalists,1,10,6,1962,3,28,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2693,89.77,-8,Royalists,1,-8,-9,-9,53500,14000,24000,-8,55000,5.1
757,First Ogaden War of 1963-1964,4,5,-8,-8,520,Somalia,1,11,-9,1963,3,30,1964,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,136,4.53,-8,-8,-8,-8,-8,-9,-8,-8,-8,11000,-9,5.1
757,First Ogaden War of 1963-1964,4,5,530,Ethiopia,-8,OLF,1,6,-9,1963,3,30,1964,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,286,9.53,-8,OLF,3,-8,-9,-9,2000,60000,-9,-8,3000,5.1
758,First South Sudan War of 1963-1972,5,5,625,Sudan,-8,Anya Nya,1,9,9,1963,2,27,1972,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3049,101.63,-8,Anya Nya,3,-8,-9,-9,100000,35000,16000,-8,15000,5.1
758,First South Sudan War of 1963-1972,5,5,651,Egypt,-8,-8,1,5,-9,1969,2,27,1972,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1003,33.43,-8,-8,3,-8,-9,-8,-8,390000,10000,-8,-8,5.1
760,First Rwanda War of 1963-1964,4,4,517,Rwanda,-8,Tutsi Rebels,0,12,21,1963,7,-9,1964,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,205,6.83,-8,Tutsi,1,-8,100,900,1000,2000,-9,-8,5000,5.1
761,Second DRC War of 1964-1965,4,5,490,Democratic Republic of the Congo,-8,Jeunesse,0,1,6,1964,12,31,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,716,23.87,-8,Jeunesse,1,-8,-9,-9,6250,25000,40000,-8,10000,5.1
762,Third DRC Rebellion of 1964-1965,4,-8,211,Belgium,-8,-8,1,8,7,1964,10,10,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,424,14.13,-8,-8,-8,-8,5,-8,-8,115000,2250,-8,-8,5.1
762,Third DRC Rebellion of 1964-1965,4,4,490,Democratic Republic of the Congo,-8,CNL,1,4,15,1964,10,10,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,536,17.87,-8,CNL,1,-8,300,4500,4805,40000,40000,-8,6000,5.1
765,Second Iraqi Kurds War of 1965-1966,5,5,645,Iraq,-8,KDP Factions,0,4,3,1965,6,21,1966,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,439,14.63,-8,Iraq,3,-8,2000,1000,3000,90000,33000,-8,15000,5.1
766,Dominican Republic War of 1965,1,4,2,United States of America,-8,-8,1,4,29,1965,9,6,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,128,4.27,-8,-8,7,-8,44,-8,-8,266000,20463,-8,-8,5.1
766,Dominican Republic War of 1965,1,4,42,Dominican Republic,-8,Constitutionalists,1,4,24,1965,9,6,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,133,4.43,-8,Constitutionalists,7,-8,825,600,1469,17000,17000,-8,6000,5.1
767,Third Burmese War of 1965-1993,6,4,-8,-8,710,China,1,1,1,1968,7,12,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4152,138.4,-8,-8,7,-8,-8,-9,-8,-8,-8,4750000,-9,5.1
767,Third Burmese War of 1965-1993,6,4,775,Burma,-8,Karens & Communists,1,5,1,1965,5,24,1980,1,-9,1981,4,8,1993,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9827,327.57,-8,Burma,7,-8,-9,-9,69000,322000,-9,-8,35000,5.1
768,First Uganda War of 1966,4,5,500,Uganda,-8,Buganda,0,5,23,1966,6,1,1966,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,0.3,-8,Uganda,1,-8,-9,-9,1000,11000,-9,-8,2000,5.1
770,First Guatemala War of 1966-1968,1,4,2,United States,-8,-8,1,10,3,1966,8,-9,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,673,22.43,-8,-8,7,-8,28,-8,-8,3550000,1000,-8,-8,5.1
770,First Guatemala War of 1966-1968,1,4,90,Guatemala,-8,Leftists,1,10,3,1966,3,30,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,538,17.93,-8,Guatemala,7,-8,1000,1400,2428,11000,22000,-8,1790,5.1
771.5,First West Papua War of 1967-1968,6,5,850,Indonesia,-8,OPM,0,1,1,1967,11,30,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,690,23,-8,Indonesia,1,-8,-9,-9,3000,348000,6000,-8,11000,5.1
772,Cultural Revolution phase 1 of 1967,6,6,-8,Regional Militaries,-8,Red Guards,0,1,9,1967,9,4,1967,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,236,7.87,-8,Red Guards,4,776,-9,-9,10000,-9,-9,-8,-9,5.1
775,Biafra War of 1967-1970,4,5,475,Nigeria,-8,Biafra,0,7,6,1967,1,13,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,908,30.27,-8,Nigeria,1,-8,30000,15000,45000,200000,75000,-8,50000,5.1
776,Cultural Revolution phase 2 of 1967-1968,6,5,710,China,-8,Red Guards,0,9,5,1967,9,5,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,12.03,772,China,1,-8,-9,-9,10000,2800000,-9,-8,100000,5.1
776.3,First Chad Rebellion of 1968-1971,4,4,220,France,-8,-8,1,8,28,1968,6,16,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1009,33.63,-8,FROLINAT,1,-8,50,-8,-8,595000,3500,-8,-8,5.1
776.3,First Chad Rebellion of 1968-1971,4,4,483,Chad,-8,FROLINAT,1,3,-9,1968,6,16,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1172,39.07,-8,FROLINAT,1,-8,500,3000,3550,8000,-8,-8,5000,5.1
777,Third Iraqi Kurds War of 1968-1970,5,5,645,Iraq,-8,KDP-Barzani,0,12,-9,1968,3,11,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,447,14.9,-8,KDP,3,-8,2000,1000,3000,95000,107000,-8,21000,5.1
778,Naxalite Rebellion of 1970-1971,6,4,750,India,-8,Naxalite Marxists,0,3,-9,1970,8,-9,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,511,17.03,-8,Naxalite Marxists,1,-8,-9,-9,1400,1560000,-9,-8,-9,5.1
780,Black September War of 1970,5,4,-8,-8,652,Syria,1,9,20,1970,9,23,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,-8,-8,1,-8,-8,100,-8,110000,16000,-8,-8,5.1
780,Black September War of 1970,5,4,663,Jordan,-8,Palestinians,1,9,13,1970,9,24,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,-8,Jordan,1,-8,750,900,1750,70000,-9,-8,20000,5.1
781,Second Guatemala War of 1970-1971,1,4,90,Guatemala,-8,Leftists,0,11,13,1970,9,15,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,303,10.1,-8,Guatemala,1,-8,100,900,1000,13000,24000,-8,-9,5.1
782,Pakistan - Bengal War of 1971,6,5,-8,-8,750,India,1,11,20,1971,12,2,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,13,0.43,-8,-8,4,178,-8,-9,-8,-8,-8,1560000,-9,5.1
782,Pakistan - Bengal War of 1971,6,5,770,Pakistan,-8,Bengalis,1,3,25,1971,12,2,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,248,8.27,-8,Pakistan,4,178,5000,15000,20000,350000,-9,-8,157500,5.1
783,First Sri Lanka-JVP War of 1971,6,4,780,Sri Lanka,-8,JVP,0,4,4,1971,6,30,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,87,2.9,-8,JVP,1,-8,63,1937,2000,10000,23534,-9,20000,5.1
785,First Khmer Rouge War of 1971-1975,6,4,-8,-8,816,Democratic Republic of Vietnam,1,12,4,1971,6,-9,1973,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,552,18.4,176,-8,2,-8,-8,-9,-8,-8,-8,665000,8000,5.1
785,First Khmer Rouge War of 1971-1975,6,4,2,United States of America,-8,-8,1,12,4,1971,8,15,1973,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,612,20.4,176,-8,2,-8,398,-8,-8,2720000,-9,-8,-8,5.1
785,First Khmer Rouge War of 1971-1975,6,4,811,Cambodia,-8,Khmer Rouge,1,12,4,1971,4,17,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1214,40.47,176,Khmer Rouge,2,-8,44000,56000,100398,145500,270500,-8,60000,5.1
785,First Khmer Rouge War of 1971-1975,6,4,817,Republic of Vietnam,-8,-8,1,12,4,1971,12,-9,1974,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1092,36.4,176,-8,2,-8,-9,-8,-8,1100000,20000,-8,-8,5.1
786,First Philippine - Moro War of 1972-1981,6,5,840,Philippines,-8,MNLF Moros,0,1,1,1972,4,19,1981,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3349,111.63,-8,MNLF,7,-8,12000,20000,32000,156000,125000,-8,22200,5.1
787,Thai Communist Insurgency of 1972-1973,6,4,800,Thailand,-8,People's Liberation Army,0,1,-9,1972,10,15,1973,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,631,21.03,-8,Thailand,7,-8,1300,700,2000,233000,-9,-8,6000,5.1
788,Eritrean Split of 1972-1974,4,7,-8,ELF,-8,EPLF,0,2,-9,1972,10,13,1974,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,-8,ELF,6,-8,-9,-9,3000,-8,10000,-9,-9,5.1
789,First Burundi War of 1972,4,4,516,Burundi,-8,Hutu,0,4,29,1972,5,25,1972,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,27,0.9,-8,Hutu,1,-8,500,1500,2000,3000,-8,-8,5000,5.1
792,Baluchi Separatists War of 1973-1977,6,5,770,Pakistan,-8,Baluchi Rebels,0,1,25,1973,5,-9,1975,1,-9,1976,7,-9,1977,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1372,45.73,-8,Pakistan,1,-8,3300,5300,8600,604000,100000,-8,55000,5.1
793,Chilean Coup of 1973,2,4,155,Chile,-8,Military Rebels,0,9,11,1973,9,15,1973,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,0.17,-8,Military Rebels,2,-8,3000,200,3200,75000,-9,-8,110000,5.1
795,Dhofar Rebellion phase 2 of 1973-1975,5,5,200,United Kingdom,-8,-8,1,10,-9,1973,12,11,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,777,25.9,-8,Oman,1,-8,35,-8,-8,377000,1000,-8,-8,5.1
795,Dhofar Rebellion phase 2 of 1973-1975,5,5,630,Iran,-8,-8,1,10,-9,1973,12,11,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,777,25.9,-8,Oman,1,-8,1000,-8,-8,385000,4000,-8,-8,5.1
795,Dhofar Rebellion phase 2 of 1973-1975,5,5,698,Oman,-8,PFLOAG,1,10,-9,1973,12,11,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,777,25.9,-8,Oman,1,-8,1000,1200,3235,18300,20100,-8,1800,5.1
797,Fourth Iraqi  Kurds War of 1974-1975,5,5,-8,-8,630,Iran,1,1,-9,1975,3,6,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,52,1.73,-8,-8,1,-8,-8,-9,-8,-8,-9,355000,1000,5.1
