"","iso3","country","cow_code","NAMES_STD","exist_unemp","unemp_firstlaw","year"
"20700","CUB","Cuba",40,"Cuba","no umemployment insurance anchored in legislation",NA,2006
"20701","CYP","Cyprus",352,"Cyprus","unemployment benefit programme",1956,2006
"20702","CZE","Czech Republic",316,"Czech Republic","unemployment benefit programme",1918,2006
"20703","DEU","Germany",255,"Germany","unemployment benefit programme",1927,2006
"20704","DJI","Djibouti",522,"Djibouti","no umemployment insurance anchored in legislation",NA,2006
"20705","DNK","Denmark",390,"Denmark","unemployment benefit programme",1907,2006
"20706","DOM","Dominican Republic",42,"Dominican Republic","no umemployment insurance anchored in legislation",NA,2006
"20707","DZA","Algeria",615,"Algeria","unemployment benefit programme",1994,2006
"20708","ECU","Ecuador",130,"Ecuador","unemployment benefit programme",2001,2006
"20709","EGY","Egypt",651,"Egypt","unemployment benefit programme",1964,2006
"20710","ESP","Spain",230,"Spain","unemployment benefit programme",1919,2006
"20711","EST","Estonia",366,"Estonia","unemployment benefit programme",1991,2006
"20712","ETH","Ethiopia",530,"Ethiopia","severance payment but no unemployment benefit programme",NA,2006
"20713","FIN","Finland",375,"Finland","unemployment benefit programme",1917,2006
"20714","FJI","Fiji",950,"Fiji","no umemployment insurance anchored in legislation",NA,2006
"20715","FRA","France",220,"France","unemployment benefit programme",1905,2006
"20716","GAB","Gabon",481,"Gabon","severance payment but no unemployment benefit programme",NA,2006
"20717","GBR","United Kingdom",200,"United Kingdom","unemployment benefit programme",1911,2006
"20718","GEO","Georgia",372,"Georgia","severance payment but no unemployment benefit programme",NA,2006
"20719","GHA","Ghana",452,"Ghana","no umemployment insurance anchored in legislation",NA,2006
"20720","GIN","Guinea",438,"Guinea","no umemployment insurance anchored in legislation",NA,2006
"20721","GMB","Gambia",420,"Gambia","severance payment but no unemployment benefit programme",NA,2006
"20722","GNB",NA,NA,NA,NA,NA,2006
"20723","GNQ","Equatorial Guinea",411,"Equatorial Guinea","severance payment but no unemployment benefit programme",NA,2006
"20724","GRC","Greece",350,"Greece","unemployment benefit programme",1945,2006
"20725","GTM","Guatemala",90,"Guatemala","severance payment but no unemployment benefit programme",NA,2006
"20726","GUY","Guyana",110,"Guyana","severance payment but no unemployment benefit programme",NA,2006
"20727","HND","Honduras",91,"Honduras","unemployment benefit programme",2015,2006
"20728","HRV","Croatia",344,"Croatia","unemployment benefit programme",1935,2006
"20729","HTI","Haiti",41,"Haiti","no umemployment insurance anchored in legislation",NA,2006
"20730","HUN","Hungary",310,"Hungary","unemployment benefit programme",1957,2006
"20731","IDN","Indonesia",850,"Indonesia","severance payment but no unemployment benefit programme",NA,2006
"20732","IND","India",750,"India","unemployment benefit programme",2005,2006
"20733","IRL","Ireland",205,"Ireland","unemployment benefit programme",1922,2006
"20734","IRN","Iran",630,"Iran","unemployment benefit programme",1987,2006
"20735","IRQ","Iraq",645,"Iraq","severance payment but no unemployment benefit programme",NA,2006
"20736","ISR","Israel",666,"Israel","unemployment benefit programme",1972,2006
"20737","ITA","Italy",325,"Italy","unemployment benefit programme",1919,2006
"20738","JAM","Jamaica",51,"Jamaica","no umemployment insurance anchored in legislation",NA,2006
"20739","JOR","Jordan",663,"Jordan","unemployment benefit programme",2010,2006
"20740","JPN","Japan",740,"Japan","unemployment benefit programme",1947,2006
"20741","KAZ","Kazakhstan",705,"Kazakhstan","unemployment benefit programme",2003,2006
"20742","KEN","Kenya",501,"Kenya","no umemployment insurance anchored in legislation",NA,2006
"20743","KGZ","Kyrgyzstan",703,"Kyrgyz Republic","unemployment benefit programme",1998,2006
"20744","KHM","Cambodia",811,"Cambodia","severance payment but no unemployment benefit programme",NA,2006
"20745","KOR","South Korea",732,"South Korea","unemployment benefit programme",1993,2006
"20746","KWT","Kuwait",690,"Kuwait","unemployment benefit programme",2013,2006
"20747","LAO","Laos",812,"Laos","unemployment benefit programme",2013,2006
"20748","LBN","Lebanon",660,"Lebanon","no umemployment insurance anchored in legislation",NA,2006
"20749","LBR","Liberia",450,"Liberia","no umemployment insurance anchored in legislation",NA,2006
"20750","LBY","Libya",620,"Libya","severance payment but no unemployment benefit programme",NA,2006
"20751","LKA","Sri Lanka",780,"Sri Lanka","severance payment but no unemployment benefit programme",NA,2006
"20752","LSO","Lesotho",570,"Lesotho","severance payment but no unemployment benefit programme",NA,2006
"20753","LTU","Lithuania",368,"Lithuania","unemployment benefit programme",1990,2006
"20754","LUX","Luxembourg",212,"Luxembourg","unemployment benefit programme",1920,2006
"20755","LVA","Latvia",367,"Latvia","unemployment benefit programme",1991,2006
"20756","MAR","Morocco",600,"Morocco","unemployment benefit programme",2014,2006
"20757","MDA","Moldova",359,"Moldova","unemployment benefit programme",1992,2006
"20758","MDG","Madagascar",580,"Madagascar","no umemployment insurance anchored in legislation",NA,2006
"20759","MEX","Mexico",70,"Mexico","severance payment but no unemployment benefit programme",NA,2006
"20760","MKD",NA,NA,NA,NA,NA,2006
"20761","MLI","Mali",432,"Mali","severance payment but no unemployment benefit programme",NA,2006
"20762","MMR","Myanmar",775,"Myanmar","unemployment benefit programme",2012,2006
"20763","MNE",NA,NA,NA,NA,NA,2006
"20764","MNG","Mongolia",712,"Mongolia","unemployment benefit programme",1994,2006
"20765","MOZ","Mozambique",541,"Mozambique","no umemployment insurance anchored in legislation",NA,2006
"20766","MRT","Mauritania",435,"Mauritania","no umemployment insurance anchored in legislation",NA,2006
"20767","MUS","Mauritius",590,"Mauritius","unemployment benefit programme",1983,2006
"20768","MWI","Malawi",553,"Malawi","severance payment but no unemployment benefit programme",NA,2006
"20769","MYS","Malaysia",820,"Malaysia","severance payment but no unemployment benefit programme",NA,2006
"20770","NAM","Namibia",565,"Namibia","severance payment but no unemployment benefit programme",NA,2006
"20771","NER","Niger",436,"Niger","no umemployment insurance anchored in legislation",NA,2006
"20772","NGA","Nigeria",475,"Nigeria","unemployment benefit programme",1961,2006
"20773","NIC","Nicaragua",93,"Nicaragua","no umemployment insurance anchored in legislation",NA,2006
"20774","NLD","Netherlands",210,"Netherlands","unemployment benefit programme",1916,2006
"20775","NOR","Norway",385,"Norway","unemployment benefit programme",1906,2006
"20776","NPL","Nepal",790,"Nepal","severance payment but no unemployment benefit programme",NA,2006
"20777","NZL","New Zealand",920,"New Zealand","unemployment benefit programme",1938,2006
"20778","OMN","Oman",698,"Oman","no umemployment insurance anchored in legislation",NA,2006
"20779","PAK","Pakistan",770,"Pakistan","severance payment but no unemployment benefit programme",NA,2006
"20780","PAN","Panama",95,"Panama","severance payment but no unemployment benefit programme",NA,2006
"20781","PER","Peru",135,"Peru","severance payment but no unemployment benefit programme",NA,2006
"20782","PHL","Philippines",840,"Philippines","severance payment but no unemployment benefit programme",NA,2006
"20783","PNG","Papua New Guinea",910,"Papua New Guinea","no umemployment insurance anchored in legislation",NA,2006
"20784","POL","Poland",290,"Poland","unemployment benefit programme",1924,2006
"20785","PRK",NA,NA,NA,NA,NA,2006
"20786","PRT","Portugal",235,"Portugal","unemployment benefit programme",1975,2006
"20787","PRY","Paraguay",150,"Paraguay","no umemployment insurance anchored in legislation",NA,2006
"20788","QAT","Qatar",694,"Qatar",NA,NA,2006
"20789","ROU","Romania",360,"Romania","unemployment benefit programme",1991,2006
"20790","RUS","Russia",365,"Russia","unemployment benefit programme",1917,2006
"20791","RWA","Rwanda",517,"Rwanda","severance payment but no unemployment benefit programme",NA,2006
"20792","SAU","Saudi Arabia",670,"Saudi Arabia","unemployment benefit programme",2014,2006
"20793","SDN","Sudan",625,"Sudan","severance payment but no unemployment benefit programme",NA,2006
"20794","SEN","Senegal",433,"Senegal","no umemployment insurance anchored in legislation",NA,2006
"20795","SGP","Singapore",830,"Singapore","no umemployment insurance anchored in legislation",NA,2006
"20796","SLB","Solomon Islands",940,"Solomon Islands","no umemployment insurance anchored in legislation",NA,2006
"20797","SLE","Sierra Leone",451,"Sierra Leone","no umemployment insurance anchored in legislation",NA,2006
"20798","SLV","El Salvador",92,"El Salvador","severance payment but no unemployment benefit programme",NA,2006
"20799","SOM","Somalia",520,"Somalia","no umemployment insurance anchored in legislation",NA,2006
"20800","SRB","Serbia",345,"Yugoslavia","unemployment benefit programme",1935,2006
"20801","SSD",NA,NA,NA,NA,NA,2006
"20802","SUR","Suriname",115,"Suriname","no umemployment insurance anchored in legislation",NA,2006
"20803","SVK","Slovakia",317,"Slovak Republic","unemployment benefit programme",1921,2006
"20804","SVN","Slovenia",349,"Slovenia","unemployment benefit programme",1935,2006
"20805","SWE","Sweden",380,"Sweden","unemployment benefit programme",1934,2006
"20806","SWZ","Swaziland",572,"Swaziland","no umemployment insurance anchored in legislation",NA,2006
"20807","SYR","Syria",652,"Syria","severance payment but no unemployment benefit programme",NA,2006
"20808","TCD","Chad",483,"Chad","severance payment but no unemployment benefit programme",NA,2006
"20809","TGO","Togo",461,"Togo","no umemployment insurance anchored in legislation",NA,2006
"20810","THA","Thailand",800,"Thailand","unemployment benefit programme",1990,2006
"20811","TJK","Tajikistan",702,"Tajikistan","unemployment benefit programme",2003,2006
"20812","TKM","Turkmenistan",701,"Turkmenistan","unemployment benefit programme",1991,2006
"20813","TLS",NA,NA,NA,NA,NA,2006
"20814","TTO","Trinidad and Tobago",52,"Trinidad and Tobago","severance payment but no unemployment benefit programme",NA,2006
"20815","TUN","Tunisia",616,"Tunisia","unemployment benefit programme",1982,2006
"20816","TUR","Turkey",640,"Turkey","unemployment benefit programme",1999,2006
"20817","TZA","Tanzania",510,"Tanzania","severance payment but no unemployment benefit programme",NA,2006
"20818","UGA","Uganda",500,"Uganda","severance payment but no unemployment benefit programme",NA,2006
"20819","UKR","Ukraine",369,"Ukraine","unemployment benefit programme",2000,2006
"20820","URY","Uruguay",165,"Uruguay","unemployment benefit programme",1981,2006
"20821","USA","United States of America",2,"United States","unemployment benefit programme",1935,2006
"20822","UZB","Uzbekistan",704,"Uzbekistan","unemployment benefit programme",1992,2006
"20823","VEN","Venezuela",101,"Venezuela","unemployment benefit programme",1985,2006
"20824","VNM","Vietnam",816,"Vietnam","unemployment benefit programme",2006,2006
"20825","YEM","Yemen",679,"Yemen","severance payment but no unemployment benefit programme",NA,2006
"20826","ZAF","South Africa",560,"South Africa","unemployment benefit programme",1937,2006
"20827","ZMB","Zambia",551,"Zambia","severance payment but no unemployment benefit programme",NA,2006
"20828","ZWE","Zimbabwe",552,"Zimbabwe","no umemployment insurance anchored in legislation",NA,2006
"20829","AFG","Afghanistan",700,"Afghanistan","no umemployment insurance anchored in legislation",NA,2007
"20830","AGO","Angola",540,"Angola","severance payment but no unemployment benefit programme",NA,2007
"20831","ALB","Albania",339,"Albania","no umemployment insurance anchored in legislation",NA,2007
"20832","ARE",NA,NA,NA,NA,NA,2007
"20833","ARG","Argentina",160,"Argentina","unemployment benefit programme",1991,2007
"20834","ARM","Armenia",371,"Armenia","severance payment but no unemployment benefit programme",NA,2007
"20835","AUS","Australia",900,"Australia","unemployment benefit programme",1944,2007
"20836","AUT","Austria",305,"Austria","unemployment benefit programme",1920,2007
"20837","AZE","Azerbaijan",373,"Azerbaijan","unemployment benefit programme",2001,2007
"20838","BDI","Burundi",516,"Burundi","no umemployment insurance anchored in legislation",NA,2007
"20839","BEL","Belgium",211,"Belgium","unemployment benefit programme",1920,2007
"20840","BEN","Benin",434,"Benin","no umemployment insurance anchored in legislation",NA,2007
"20841","BFA","Burkina Faso",439,"Burkina Faso","no umemployment insurance anchored in legislation",NA,2007
"20842","BGD","Bangladesh",771,"Bangladesh","severance payment but no unemployment benefit programme",NA,2007
"20843","BGR","Bulgaria",355,"Bulgaria","unemployment benefit programme",1925,2007
"20844","BHR","Bahrain",692,"Bahrain","unemployment benefit programme",2006,2007
"20845","BIH",NA,NA,NA,NA,NA,2007
"20846","BLR","Belarus",370,"Belarus","unemployment benefit programme",2006,2007
"20847","BOL","Bolivia",145,"Bolivia","severance payment but no unemployment benefit programme",NA,2007
"20848","BRA","Brazil",140,"Brazil","unemployment benefit programme",1986,2007
"20849","BTN","Bhutan",760,"Bhutan","no umemployment insurance anchored in legislation",NA,2007
"20850","BWA","Botswana",571,"Botswana","severance payment but no unemployment benefit programme",NA,2007
"20851","CAF","Central African Republic",482,"Central African Republic","no umemployment insurance anchored in legislation",NA,2007
"20852","CAN","Canada",20,"Canada","unemployment benefit programme",1940,2007
"20853","CHE","Switzerland",225,"Switzerland","unemployment benefit programme",1924,2007
"20854","CHL","Chile",155,"Chile","unemployment benefit programme",2001,2007
"20855","CHN","China",710,"China","unemployment benefit programme",1986,2007
"20856","CIV","Ivory Coast",437,"Cote d'Ivoire","severance payment but no unemployment benefit programme",NA,2007
"20857","CMR","Cameroon",471,"Cameroon","severance payment but no unemployment benefit programme",NA,2007
"20858","COD","Democratic Republic of the Congo",490,"Democratic Republic of the Congo","no umemployment insurance anchored in legislation",NA,2007
"20859","COG","Congo",484,"Congo","no umemployment insurance anchored in legislation",NA,2007
"20860","COL","Colombia",100,"Colombia","unemployment benefit programme",2002,2007
"20861","COM",NA,NA,NA,NA,NA,2007
"20862","CPV","Cape Verde",402,"Cape Verde","unemployment benefit programme",2016,2007
"20863","CRI","Costa Rica",94,"Costa Rica","severance payment but no unemployment benefit programme",NA,2007
"20864","CUB","Cuba",40,"Cuba","no umemployment insurance anchored in legislation",NA,2007
"20865","CYP","Cyprus",352,"Cyprus","unemployment benefit programme",1956,2007
"20866","CZE","Czech Republic",316,"Czech Republic","unemployment benefit programme",1918,2007
"20867","DEU","Germany",255,"Germany","unemployment benefit programme",1927,2007
"20868","DJI","Djibouti",522,"Djibouti","no umemployment insurance anchored in legislation",NA,2007
"20869","DNK","Denmark",390,"Denmark","unemployment benefit programme",1907,2007
"20870","DOM","Dominican Republic",42,"Dominican Republic","no umemployment insurance anchored in legislation",NA,2007
"20871","DZA","Algeria",615,"Algeria","unemployment benefit programme",1994,2007
"20872","ECU","Ecuador",130,"Ecuador","unemployment benefit programme",2001,2007
"20873","EGY","Egypt",651,"Egypt","unemployment benefit programme",1964,2007
"20874","ESP","Spain",230,"Spain","unemployment benefit programme",1919,2007
"20875","EST","Estonia",366,"Estonia","unemployment benefit programme",1991,2007
"20876","ETH","Ethiopia",530,"Ethiopia","severance payment but no unemployment benefit programme",NA,2007
"20877","FIN","Finland",375,"Finland","unemployment benefit programme",1917,2007
"20878","FJI","Fiji",950,"Fiji","no umemployment insurance anchored in legislation",NA,2007
"20879","FRA","France",220,"France","unemployment benefit programme",1905,2007
"20880","GAB","Gabon",481,"Gabon","severance payment but no unemployment benefit programme",NA,2007
"20881","GBR","United Kingdom",200,"United Kingdom","unemployment benefit programme",1911,2007
"20882","GEO","Georgia",372,"Georgia","severance payment but no unemployment benefit programme",NA,2007
"20883","GHA","Ghana",452,"Ghana","no umemployment insurance anchored in legislation",NA,2007
"20884","GIN","Guinea",438,"Guinea","no umemployment insurance anchored in legislation",NA,2007
"20885","GMB","Gambia",420,"Gambia","severance payment but no unemployment benefit programme",NA,2007
"20886","GNB",NA,NA,NA,NA,NA,2007
"20887","GNQ","Equatorial Guinea",411,"Equatorial Guinea","severance payment but no unemployment benefit programme",NA,2007
"20888","GRC","Greece",350,"Greece","unemployment benefit programme",1945,2007
"20889","GTM","Guatemala",90,"Guatemala","severance payment but no unemployment benefit programme",NA,2007
"20890","GUY","Guyana",110,"Guyana","severance payment but no unemployment benefit programme",NA,2007
"20891","HND","Honduras",91,"Honduras","unemployment benefit programme",2015,2007
"20892","HRV","Croatia",344,"Croatia","unemployment benefit programme",1935,2007
"20893","HTI","Haiti",41,"Haiti","no umemployment insurance anchored in legislation",NA,2007
"20894","HUN","Hungary",310,"Hungary","unemployment benefit programme",1957,2007
"20895","IDN","Indonesia",850,"Indonesia","severance payment but no unemployment benefit programme",NA,2007
"20896","IND","India",750,"India","unemployment benefit programme",2005,2007
"20897","IRL","Ireland",205,"Ireland","unemployment benefit programme",1922,2007
"20898","IRN","Iran",630,"Iran","unemployment benefit programme",1987,2007
"20899","IRQ","Iraq",645,"Iraq","severance payment but no unemployment benefit programme",NA,2007
"20900","ISR","Israel",666,"Israel","unemployment benefit programme",1972,2007
"20901","ITA","Italy",325,"Italy","unemployment benefit programme",1919,2007
"20902","JAM","Jamaica",51,"Jamaica","no umemployment insurance anchored in legislation",NA,2007
"20903","JOR","Jordan",663,"Jordan","unemployment benefit programme",2010,2007
"20904","JPN","Japan",740,"Japan","unemployment benefit programme",1947,2007
"20905","KAZ","Kazakhstan",705,"Kazakhstan","unemployment benefit programme",2003,2007
"20906","KEN","Kenya",501,"Kenya","no umemployment insurance anchored in legislation",NA,2007
"20907","KGZ","Kyrgyzstan",703,"Kyrgyz Republic","unemployment benefit programme",1998,2007
"20908","KHM","Cambodia",811,"Cambodia","severance payment but no unemployment benefit programme",NA,2007
"20909","KOR","South Korea",732,"South Korea","unemployment benefit programme",1993,2007
"20910","KWT","Kuwait",690,"Kuwait","unemployment benefit programme",2013,2007
"20911","LAO","Laos",812,"Laos","unemployment benefit programme",2013,2007
"20912","LBN","Lebanon",660,"Lebanon","no umemployment insurance anchored in legislation",NA,2007
"20913","LBR","Liberia",450,"Liberia","no umemployment insurance anchored in legislation",NA,2007
"20914","LBY","Libya",620,"Libya","severance payment but no unemployment benefit programme",NA,2007
"20915","LKA","Sri Lanka",780,"Sri Lanka","severance payment but no unemployment benefit programme",NA,2007
"20916","LSO","Lesotho",570,"Lesotho","severance payment but no unemployment benefit programme",NA,2007
"20917","LTU","Lithuania",368,"Lithuania","unemployment benefit programme",1990,2007
"20918","LUX","Luxembourg",212,"Luxembourg","unemployment benefit programme",1920,2007
"20919","LVA","Latvia",367,"Latvia","unemployment benefit programme",1991,2007
"20920","MAR","Morocco",600,"Morocco","unemployment benefit programme",2014,2007
"20921","MDA","Moldova",359,"Moldova","unemployment benefit programme",1992,2007
"20922","MDG","Madagascar",580,"Madagascar","no umemployment insurance anchored in legislation",NA,2007
"20923","MEX","Mexico",70,"Mexico","severance payment but no unemployment benefit programme",NA,2007
"20924","MKD",NA,NA,NA,NA,NA,2007
"20925","MLI","Mali",432,"Mali","severance payment but no unemployment benefit programme",NA,2007
"20926","MMR","Myanmar",775,"Myanmar","unemployment benefit programme",2012,2007
"20927","MNE",NA,NA,NA,NA,NA,2007
"20928","MNG","Mongolia",712,"Mongolia","unemployment benefit programme",1994,2007
"20929","MOZ","Mozambique",541,"Mozambique","no umemployment insurance anchored in legislation",NA,2007
"20930","MRT","Mauritania",435,"Mauritania","no umemployment insurance anchored in legislation",NA,2007
"20931","MUS","Mauritius",590,"Mauritius","unemployment benefit programme",1983,2007
"20932","MWI","Malawi",553,"Malawi","severance payment but no unemployment benefit programme",NA,2007
"20933","MYS","Malaysia",820,"Malaysia","severance payment but no unemployment benefit programme",NA,2007
"20934","NAM","Namibia",565,"Namibia","severance payment but no unemployment benefit programme",NA,2007
"20935","NER","Niger",436,"Niger","no umemployment insurance anchored in legislation",NA,2007
"20936","NGA","Nigeria",475,"Nigeria","unemployment benefit programme",1961,2007
"20937","NIC","Nicaragua",93,"Nicaragua","no umemployment insurance anchored in legislation",NA,2007
"20938","NLD","Netherlands",210,"Netherlands","unemployment benefit programme",1916,2007
"20939","NOR","Norway",385,"Norway","unemployment benefit programme",1906,2007
"20940","NPL","Nepal",790,"Nepal","severance payment but no unemployment benefit programme",NA,2007
"20941","NZL","New Zealand",920,"New Zealand","unemployment benefit programme",1938,2007
"20942","OMN","Oman",698,"Oman","no umemployment insurance anchored in legislation",NA,2007
"20943","PAK","Pakistan",770,"Pakistan","severance payment but no unemployment benefit programme",NA,2007
"20944","PAN","Panama",95,"Panama","severance payment but no unemployment benefit programme",NA,2007
"20945","PER","Peru",135,"Peru","severance payment but no unemployment benefit programme",NA,2007
"20946","PHL","Philippines",840,"Philippines","severance payment but no unemployment benefit programme",NA,2007
"20947","PNG","Papua New Guinea",910,"Papua New Guinea","no umemployment insurance anchored in legislation",NA,2007
"20948","POL","Poland",290,"Poland","unemployment benefit programme",1924,2007
"20949","PRK",NA,NA,NA,NA,NA,2007
"20950","PRT","Portugal",235,"Portugal","unemployment benefit programme",1975,2007
"20951","PRY","Paraguay",150,"Paraguay","no umemployment insurance anchored in legislation",NA,2007
"20952","QAT","Qatar",694,"Qatar",NA,NA,2007
"20953","ROU","Romania",360,"Romania","unemployment benefit programme",1991,2007
"20954","RUS","Russia",365,"Russia","unemployment benefit programme",1917,2007
"20955","RWA","Rwanda",517,"Rwanda","severance payment but no unemployment benefit programme",NA,2007
"20956","SAU","Saudi Arabia",670,"Saudi Arabia","unemployment benefit programme",2014,2007
"20957","SDN","Sudan",625,"Sudan","severance payment but no unemployment benefit programme",NA,2007
"20958","SEN","Senegal",433,"Senegal","no umemployment insurance anchored in legislation",NA,2007
"20959","SGP","Singapore",830,"Singapore","no umemployment insurance anchored in legislation",NA,2007
"20960","SLB","Solomon Islands",940,"Solomon Islands","no umemployment insurance anchored in legislation",NA,2007
"20961","SLE","Sierra Leone",451,"Sierra Leone","no umemployment insurance anchored in legislation",NA,2007
"20962","SLV","El Salvador",92,"El Salvador","severance payment but no unemployment benefit programme",NA,2007
"20963","SOM","Somalia",520,"Somalia","no umemployment insurance anchored in legislation",NA,2007
"20964","SRB","Serbia",345,"Yugoslavia","unemployment benefit programme",1935,2007
"20965","SSD",NA,NA,NA,NA,NA,2007
"20966","SUR","Suriname",115,"Suriname","no umemployment insurance anchored in legislation",NA,2007
"20967","SVK","Slovakia",317,"Slovak Republic","unemployment benefit programme",1921,2007
"20968","SVN","Slovenia",349,"Slovenia","unemployment benefit programme",1935,2007
"20969","SWE","Sweden",380,"Sweden","unemployment benefit programme",1934,2007
"20970","SWZ","Swaziland",572,"Swaziland","no umemployment insurance anchored in legislation",NA,2007
"20971","SYR","Syria",652,"Syria","severance payment but no unemployment benefit programme",NA,2007
"20972","TCD","Chad",483,"Chad","severance payment but no unemployment benefit programme",NA,2007
"20973","TGO","Togo",461,"Togo","no umemployment insurance anchored in legislation",NA,2007
"20974","THA","Thailand",800,"Thailand","unemployment benefit programme",1990,2007
"20975","TJK","Tajikistan",702,"Tajikistan","unemployment benefit programme",2003,2007
"20976","TKM","Turkmenistan",701,"Turkmenistan","unemployment benefit programme",1991,2007
"20977","TLS",NA,NA,NA,NA,NA,2007
"20978","TTO","Trinidad and Tobago",52,"Trinidad and Tobago","severance payment but no unemployment benefit programme",NA,2007
"20979","TUN","Tunisia",616,"Tunisia","unemployment benefit programme",1982,2007
"20980","TUR","Turkey",640,"Turkey","unemployment benefit programme",1999,2007
"20981","TZA","Tanzania",510,"Tanzania","severance payment but no unemployment benefit programme",NA,2007
"20982","UGA","Uganda",500,"Uganda","severance payment but no unemployment benefit programme",NA,2007
"20983","UKR","Ukraine",369,"Ukraine","unemployment benefit programme",2000,2007
"20984","URY","Uruguay",165,"Uruguay","unemployment benefit programme",1981,2007
"20985","USA","United States of America",2,"United States","unemployment benefit programme",1935,2007
"20986","UZB","Uzbekistan",704,"Uzbekistan","unemployment benefit programme",1992,2007
"20987","VEN","Venezuela",101,"Venezuela","unemployment benefit programme",1985,2007
"20988","VNM","Vietnam",816,"Vietnam","unemployment benefit programme",2006,2007
"20989","YEM","Yemen",679,"Yemen","severance payment but no unemployment benefit programme",NA,2007
"20990","ZAF","South Africa",560,"South Africa","unemployment benefit programme",1937,2007
"20991","ZMB","Zambia",551,"Zambia","severance payment but no unemployment benefit programme",NA,2007
"20992","ZWE","Zimbabwe",552,"Zimbabwe","no umemployment insurance anchored in legislation",NA,2007
"20993","AFG","Afghanistan",700,"Afghanistan","no umemployment insurance anchored in legislation",NA,2008
"20994","AGO","Angola",540,"Angola","severance payment but no unemployment benefit programme",NA,2008
"20995","ALB","Albania",339,"Albania","no umemployment insurance anchored in legislation",NA,2008
"20996","ARE",NA,NA,NA,NA,NA,2008
"20997","ARG","Argentina",160,"Argentina","unemployment benefit programme",1991,2008
"20998","ARM","Armenia",371,"Armenia","severance payment but no unemployment benefit programme",NA,2008
"20999","AUS","Australia",900,"Australia","unemployment benefit programme",1944,2008
"21000","AUT","Austria",305,"Austria","unemployment benefit programme",1920,2008
"21001","AZE","Azerbaijan",373,"Azerbaijan","unemployment benefit programme",2001,2008
"21002","BDI","Burundi",516,"Burundi","no umemployment insurance anchored in legislation",NA,2008
"21003","BEL","Belgium",211,"Belgium","unemployment benefit programme",1920,2008
"21004","BEN","Benin",434,"Benin","no umemployment insurance anchored in legislation",NA,2008
"21005","BFA","Burkina Faso",439,"Burkina Faso","no umemployment insurance anchored in legislation",NA,2008
"21006","BGD","Bangladesh",771,"Bangladesh","severance payment but no unemployment benefit programme",NA,2008
"21007","BGR","Bulgaria",355,"Bulgaria","unemployment benefit programme",1925,2008
"21008","BHR","Bahrain",692,"Bahrain","unemployment benefit programme",2006,2008
"21009","BIH",NA,NA,NA,NA,NA,2008
"21010","BLR","Belarus",370,"Belarus","unemployment benefit programme",2006,2008
"21011","BOL","Bolivia",145,"Bolivia","severance payment but no unemployment benefit programme",NA,2008
"21012","BRA","Brazil",140,"Brazil","unemployment benefit programme",1986,2008
"21013","BTN","Bhutan",760,"Bhutan","no umemployment insurance anchored in legislation",NA,2008
"21014","BWA","Botswana",571,"Botswana","severance payment but no unemployment benefit programme",NA,2008
"21015","CAF","Central African Republic",482,"Central African Republic","no umemployment insurance anchored in legislation",NA,2008
"21016","CAN","Canada",20,"Canada","unemployment benefit programme",1940,2008
"21017","CHE","Switzerland",225,"Switzerland","unemployment benefit programme",1924,2008
"21018","CHL","Chile",155,"Chile","unemployment benefit programme",2001,2008
"21019","CHN","China",710,"China","unemployment benefit programme",1986,2008
"21020","CIV","Ivory Coast",437,"Cote d'Ivoire","severance payment but no unemployment benefit programme",NA,2008
"21021","CMR","Cameroon",471,"Cameroon","severance payment but no unemployment benefit programme",NA,2008
"21022","COD","Democratic Republic of the Congo",490,"Democratic Republic of the Congo","no umemployment insurance anchored in legislation",NA,2008
"21023","COG","Congo",484,"Congo","no umemployment insurance anchored in legislation",NA,2008
"21024","COL","Colombia",100,"Colombia","unemployment benefit programme",2002,2008
"21025","COM",NA,NA,NA,NA,NA,2008
"21026","CPV","Cape Verde",402,"Cape Verde","unemployment benefit programme",2016,2008
"21027","CRI","Costa Rica",94,"Costa Rica","severance payment but no unemployment benefit programme",NA,2008
"21028","CUB","Cuba",40,"Cuba","no umemployment insurance anchored in legislation",NA,2008
"21029","CYP","Cyprus",352,"Cyprus","unemployment benefit programme",1956,2008
"21030","CZE","Czech Republic",316,"Czech Republic","unemployment benefit programme",1918,2008
"21031","DEU","Germany",255,"Germany","unemployment benefit programme",1927,2008
"21032","DJI","Djibouti",522,"Djibouti","no umemployment insurance anchored in legislation",NA,2008
"21033","DNK","Denmark",390,"Denmark","unemployment benefit programme",1907,2008
"21034","DOM","Dominican Republic",42,"Dominican Republic","no umemployment insurance anchored in legislation",NA,2008
"21035","DZA","Algeria",615,"Algeria","unemployment benefit programme",1994,2008
"21036","ECU","Ecuador",130,"Ecuador","unemployment benefit programme",2001,2008
"21037","EGY","Egypt",651,"Egypt","unemployment benefit programme",1964,2008
"21038","ESP","Spain",230,"Spain","unemployment benefit programme",1919,2008
"21039","EST","Estonia",366,"Estonia","unemployment benefit programme",1991,2008
"21040","ETH","Ethiopia",530,"Ethiopia","severance payment but no unemployment benefit programme",NA,2008
"21041","FIN","Finland",375,"Finland","unemployment benefit programme",1917,2008
"21042","FJI","Fiji",950,"Fiji","no umemployment insurance anchored in legislation",NA,2008
"21043","FRA","France",220,"France","unemployment benefit programme",1905,2008
"21044","GAB","Gabon",481,"Gabon","severance payment but no unemployment benefit programme",NA,2008
"21045","GBR","United Kingdom",200,"United Kingdom","unemployment benefit programme",1911,2008
